job_title,job_description,requirements,benefits
nhân viên kinh doanh (sử dụng tiếng anh),"tìm kiếm đối tác kinh doanh nước ngoài, tiếp cận - thương lượng - đàm phán - triển khai bán hàng qua các kênh mạng xã hội, website thương mại điện tử - chăm sóc khách hàng trước và sau bán hàng - tiếp đón hỗ trợ khách hàng nước ngoài đến việt nam công tác làm việc ngắn hạn - thời gian làm việc: 8:30 - 17:00 (t2 - t6 và t7 cách tuần) - địa điểm làm việc: khu đô thị nam thăng long (ciputra), đông ngạc, bắc từ liêm, hà nội.","tiếng anh cơ bản (ưu tiên nữ), chấp nhận sinh viên mới ra trường - tin học văn phòng cơ bản - ưu tiên: ứng viên có kinh nghiệm bán hàng, kinh doanh, biết chủ động, linh hoạt.","lương khởi điểm: 7.000.000 - 10.000.000 vnđ/tháng; thu nhập (lương cơ bản + doanh thu + thưởng) lên đến 30.000.000 vnđ hoặc hơn nữa tùy năng lực - được hưởng các chế độ của người lao động theo qui định của nhà nước (bhyt, bhxh, lễ tết, du lịch, nghỉ phép, thai sản, tôn vinh cá nhân xuất sắc... - lương tháng 13, thưởng riêng (theo thâm niên và hiệu quả công việc) - cơ hội công tác nước ngoài - được làm việc trong môi trường năng động, cởi mở, thoải mái, chuyên nghiệp, tiếp xúc với khách hàng nước ngoài thường xuyên."
tender specialist,"tiếp nhận thông tin dự án từ chủ đầu tư, tiến hành nghiên cứu và phân tích hồ sơ mời thầu - lập hồ sơ dự thầu; dự toán/báo giá dự thầu; báo giá phát sinh gửi các khách hàng của công ty - phân tích hồ sơ mời thầu để lên phương án chào giá. hoàn thiện hồ sơ thầu theo yêu cầu của chủ đầu tư - cập nhật e-hsdt lên hệ thống, theo dõi kết quả mở thầu, báo cáo, phân tích - quản lý các cơ sở dữ liệu liên quan đến đấu thầu - giám sát quá trình thực hiện hợp đồng với khách hàng. - xử lý các tình huống, công việc phát sinh trong quá trình triển khai dự án (chi tiết các công việc sẽ trao đổi khi phỏng vấn)","tốt nghiệp đại học trở lên chuyên ngành kinh tế, tài chính, hoặc các chuyên ngành có liên quan. - có ít nhất 3 năm kinh nghiệm tại lĩnh vực liên quan. có kinh nghiệm sử dụng phần mềm đấu thầu qua mạng. - hiểu biết về luật đấu thầu - chăm chỉ và chịu khó, chủ động và năng nổ trong công việc - có kỹ năng tổ chức, quản lý và phối hợp công việc tốt - kiên trì, thân thiện, cởi mở và có tinh thần trách nhiệm cao.","mức lương cứng: 15 triệu đồng - 25 triệu đồng, thỏa thuận phù hợp với kinh nghiệm và năng lực - đóng bhxh, bhyt, bhtn theo quy định. - thưởng lễ tết, lương tháng 13, du lịch hàng năm. - các chế độ phúc lợi: sinh nhật, hiếu, hỉ, thai sản, ... - đào tạo các nghiệp vụ liên quan đến công việc."
nhân viên kỹ thuật,"cài đặt, bảo trì và sửa chữa hệ thống trong nhà/dự án kiểm tra, giải quyết sự cố liên quan đến hệ thống đọc hiểu bản vẽ kỹ thuật và thực hiện kết nối hệ thống theo yêu cầu. đảm bảo hoạt động an toàn và hiệu quả phối hợp với các liên kết các bộ phận để hoàn thành công việc","tốt nghiệp trung cấp trở lêlên ưu tiên ứng viên có kinh nghiệm về viễn thông chăm chỉ, chịu khó, chuyên cầcần có thể đi công tác dài ngày","✅ hưởng đầy đủ chế độ bảo hiểm, bhtn ✅ * thưởng lễ, tết ✅ được đào tạo nâng cao nghề nghiệp ✅ hỗ trợ công tác phí ✅ môi trường làm việc chuyên nghiệp, thân thiện ."
kế toán viên,"nhập hóa đơn mua vào, bán ra và chứng từ liên quan - xuất hóa đơn gtgt bán hàng - lập phiếu thu, phiếu chi tiền mặt, ngân hàng - thực hiện các thủ tục bhxh cho nhân viên - lập báo cáo dòng tiền, báo cáo kết quả hoạt động kinh doanh theo kỳ - nhận chứng từ, kê khai thuế, làm sổ sách, lập báo cáo tài chính.","có từ 2 năm kinh nghiệm làm việc chuyên ngành trở lên - biết sử dụng phần mềm misa, thành thạo tin học văn phòng - có khả năng giao tiếp tốt - có thể làm việc dưới áp lực cao - trung thực, ngăn nắp, tỉ mỉ - có nhu cầu gắn bó lâu dài với công ty","lương thỏa thuận khi phỏng vấn theo năng lực ứng viên từ 10.000.000đ- 15.000.000đ - hưởng đầy đủ bhxh, bhyt, bhtn theo luật lao động - các phúc lợi khác theo chính sách của công ty (phép năm, thưởng lễ tết ...)"
nhân viên quản lý an toàn vệ sinh thực phẩm qa,"· kiểm tra, giám sát & báo cáo về việc thực hiện và tuân thủ các quy định về an toàn vệ sinh thực phẩm (atvstp) & an toàn lao động (atlđ). · kiểm tra & ghi nhận những tồn đọng về atvstp và atlđ. đề xuất hướng xử lý khắc phục, theo dõi & đánh giá hiệu quả của việc thực hiện những hành động khắc phục, phòng ngừa. · biên soạn tài liệu & tổ chức đào tạo liên quan đến các vấn đề về atvstp và atlđ. · theo dõi việc kiểm tra, hiệu chuẩn, kiểm định định kỳ các thiết bị, máy móc có yêu cầu kiểm định. · thực hiện giám sát và báo cáo công tác phòng chống cháy nổ (pccc), theo dõi atlđ tại nhà máy. · đánh giá & phân tích hiệu quả của việc kiểm soát động vật gây hại tại nhà máy. · hoàn thiện & chuẩn bị hồ sơ organic, hồ sơ pccc, và các hồ sơ có liên quan khác khi có đánh giá từ khách hàng hoặc bên thứ ba. · các yêu cầu và công việc khác từ quản lý sản xuất.","· tốt nghiệp trung cấp trở lên, ưu tiên ngành công nghệ thực phẩm. · ưu tiên có kinh nghiệm tại các công ty sản xuất. · nhanh nhẹn, sử dụng thành thạo máy vi tính, phần mềm excel, có hiểu biết về các hệ thống quản lý chất lượng.","· thời gian làm việc: 8 tiếng, từ thứ 2 – thứ 7, nghỉ cn · được hưởng đầy đủ các chế độ bảo hiểm bhxh, bhyt, bhtn theo quy định · được hưởng lương tháng 13, thưởng lễ, tết · hỗ trợ tiền ăn theo quy định của công ty · được đi du lịch, nghỉ mát hằng năm cùng công ty · làm việc trong môi trường thân thiện, chuyên nghiệp"
nhân viên kế toán tổng hợp,"kiểm tra đối chiếu số liệu giữa các đơn vị nội bộ, dữ liệu chi tiết và tổng hợp. - kiểm tra các định khoản nghiệp vụ phát sinh sao cho hợp lý, kịp thời và phù hợp các quy định của kế toán - kiểm tra số dư cuối kỳ có hợp lý và khớp đúng với các báo cáo chi tiết. - hạch toán thu nhập, chi phí, khấu hao, tscđ, công nợ, nghiệp vụ khác, thuế gtgt và báo cáo thuế khối văn phòng ct, lập quyết toán văn phòng công ty. - theo dõi công nợ khối văn phòng công ty, quản lý tổng quát công nợ toàn công ty. xác định và đề xuất lập dự phòng hoặc xử lý công nợ phải thu khó đòi toàn công ty. - in sổ chi tiết và tổng hợp khối văn phòng, tổng hợp theo công ty theo quy định - lập báo cáo tài chính theo từng quý, 6 tháng, năm và các báo cáo giải trình chi tiết - hướng dẫn xử lý và hạch toán các nghiệp vụ kế toán - tham gia phối hợp công tác kiểm tra, kiểm kê tại các đơn vị cơ sở - cải tiến phương pháp hạch toán và chế độ báo cáo - thống kê và tổng hợp số liệu kế toán khi có yêu cầu - cung cấp số liệu cho ban giám đốc hoặc các đơn vị chức năng khi có yêu cầu - làm báo cáo thuế và báo cáo nội bộ theo đúng quy định của công tu và pháp luật ( trước khi gửi báo cáo phải có sự đồng ý phê duyệt của trưởng phòng kế toán). yêu cầu công việc:","nam, nữ (tuổi từ 27 đến 40) - thường trú: duy xuyên, thăng bình, điện bàn,đại lộc - tốt nghiệp trung cấp chuyên ngành tài chính kế toán - sử dụng thành thạo vi tính, soạn thảo các văn bản, sử dụng được các loại phần mềm kế toán - nắm rõ luật kế toán hiện hành, các thông tư hướng dẫn liên quan","lương : từ 7.000.000đ -10.000.000 đ - được làm việc trong môi trường chuyên nghiệp, nhiệt tình, năng động - xét tăng lương một lần/năm phù hợp với sự nỗ lực, đóng góp cho sự phát triển công ty - được tham gia đầy đủ bhxh, bhyt,bh tn và các chế độ phúc lợi khác theo đúng quy định của luật lao động và quy chế công ty."
q10 - quản lý cửa hàng,"nhận cuộc gọi, tư vấn bán hàng cho khách thông qua số điện thoại của cửa hàng. phát triển sản lượng khách hàng mới và giữ được sản lượng cũ tại cửa hàng. gọi điện thoại theo data công ty cung cấp để chăm sóc, tiếp nhận thông tin nhằm giải quyết các yêu cầu và phổ biến các chương trình khuyến mãi đến khách hàng. làm báo cáo kinh doanh định kỳ. quản lý cơ sở vật chất tại cửa hàng. chấm công nhân viên giao hàng, nhân viên kinh doanh tại cửa hàng.","nam/ nữ độ tuổi: 20 – 45 tuổi kinh nghiệm: không yêu cầu. không có kinh nghiệm sẽ được đào tạo. ưu tiên các ứng viên có kinh nghiệm tại vị trí tương đương hoặc trong lĩnh vực bán lẻ, ngành gas.... kỹ năng chăm sóc khách hàng tốt. thành thạo tin học văn phòng: word, excel... trung thực, nhiệt tình, chịu khó. công việc toàn thời gian 9:00 am – 18:30 pm (có thể làm việc vào các ngày lễ, thứ bảy, chủ nhật mỗi tháng được nghỉ xoay tua 4 ngày).","lương = lương cơ bản + phụ cấp + doanh số bán hàng + thưởng doanh số phát triển khách hàng mới (thu nhập bình quân từ 10 – 15 triệu/ tháng). được trang bị đầy đủ phương tiện làm việc. được đào tạo về sản phẩm, kỹ năng bán hàng và sử dụng phần mềm bán hàng. được trang bị đồng phục trong quá trình làm việc. thưởng lễ, tết hàng năm, thưởng doanh số vượt mức. các chế độ khác theo quy định của công ty."
[gia lai] trình dược viên - lcb 5 triệu nhận việc ngay,chạy ram hàng độc quyền roussel resantis ( gia lai) - chăm sóc các điểm bán nhà thuốc trong khu vực - triển khai và hoàn thành các chương trình và kpi công ty đưa ra. - lập kế hoạch và phát triển taget trong địa bàn. - quản lý trực tiếp đi chung hướng dẫn công,"ưu tiên kinh nghiệm tại vị trí: trình dược viên, sales thị trường, nhân viên kinh doanh, phát triển thị trường... - kỹ năng giao tiếp, kỹ năng bán hàng - tinh thần làm việc đội nhóm tốt - chưa có kinh nghiệm sẽ được đào tạo","thu nhập từ 9 triệu trở lên: lương cơ bản + phụ cấp + thưởng sản phẩm+ thưởng kpi + % doanh số. - môi trường làm việc trẻ trung năng động, đoàn kết, chế độ phúc lợi đầy đủ;...... - được đào tạo kiến thức sản phẩm và kỷ năng bán hàng. - phúc lợi: bhyt, bhxh, bhtn theo quy định nhà nước. - du lịch hàng năm, teambuilding, event."
operation support - hỗ trợ vận hành,"responsible for 100% accuracy in daily/weekly/monthly/yearly operations reports coordinate with all stakeholders e.g. operation excellence, procurement, feature, bi… to ensure their understanding about hub operation and support them as assigned in specific projects develop a deep understanding of spx in general and their assigned hubs/region in particular to actively identify operational issues for improvement do onsite visits and investigate problems arisen to report to rom for their timely intervention and necessary guidance collaborate with teams in the region and take charge of administrative tasks for the whole region including but not limited to organizing events/parties, ordering stationery, controlling uniform, finalizing payment/receipts and other ad-hoc tasks prepare proposals, and presentations as assigned",1+ years of industry experience with proven business impact; previous administration experience is essential a passion for numbers and accuracy strong attention to detail is essential strong written and oral communication skills are essential experience working to and meeting targets is required,"20 ngày phép có lương (14 ngày phép năm và 6 ngày phép ốm) phụ cấp cơm trưa (30k/ca ngày, 50k/ca đêm) làm ca đêm trả thêm 30% lương xoay ca linh hoạt 1 tuần nghỉ 1 ngày thưởng tháng lương thứ 13 thưởng kết quả công việc hàng năm đóng tất cả các khoản bảo hiểm theo luật định theo mức lương thực tế thử việc trả 100% lương khám sức khỏe định kỳ hàng năm cung cấp đồng phục, công cụ, dụng cụ làm việc đào tạo phát triển kỹ năng thường xuyên xét thăng chức 6 tháng 1 lần"
nhân viên sales / telesales / tư vấn qua điện thoại / cskh xử lý data nóng (phỏng vấn trước tết - nhận việc sau tết),"tiếp nhận data khách hàng đã đăng ký mua sản phẩm (không cần tìm data khách hàng) gọi điện đến khách hàng tư vấn về công dụng, cách sử dụng và thuyết phục khách hàng sử dụng các sản phẩm chăm sóc sức khỏe, mỹ phẩm, sản phẩm hỗ trợ về bệnh lý nền,… cập nhật lên hệ thống: thông tin khách hàng, tình trạng tư vấn địa điểm làm việc: lầu 4-5 tòa nhà halo, số 290 hai bà trưng, phường tân định, quận 1 thời gian làm việc: làm việc fulltime 8 tiếng/ngày, 6 ngày/tuần; off 1 ngày không cố định ca 1: từ 8h00 - 17h00 ca 2: từ 8h30 - 17h30 ca 3: từ 14h00 - 22h00 (2 ca/tuần)","đáp ứng được thời gian làm việc linh hoạt (không vướn bận việc học, việc riêng) lợi thế: kinh nghiệm từ 3 tháng trở lên về sales, telesale, tư vấn trực tuyến, call center, tổng đài viên,… giọng nói lưu loát, rõ ràng, nhẹ nhàng, dễ nghe biết sử dụng cơ bản tin học văn phòng cơ bản chịu được áp lực cao trong công việc","nhận 100% lương trong thời gian thử việc 2 tháng. lương cứng: 8.4000.000 – 9.000.000 đồng/tháng (lcb + phụ cấp chuyên cần 1.200.000 đồng/tháng) thưởng bonus: tùy theo năng lực, không giới hạn. phụ cấp gửi xe => tổng thu nhập: 15.000.000 – 25.000.000 đồng/tháng trở cung cấp thiết bị làm việc: máy tính, điện thoại,.. được đào tạo kiến thức chuyên môn và kĩ năng bán hàng trong quá trình làm việc đảm bảo các chế độ phúc lợi theo quy định luật lao động (bhyt, bhxh, bhtn,…) các chế độ theo quy chế của công ty: khám sức khỏe định kỳ, tham quan, nghỉ mát, lương thưởng, nghỉ lễ tết… làm việc trong môi trường chuyên nghiệp và thân thiện cơ hội thăng tiến và phát triển review lương 2 lần/năm"
nhân viên kinh doanh làm việc tại thanh ba - phú thọ,"• tìm kiếm, tư vấn, giới thiệu các sản phẩm của công ty thông qua kênh facebook, điện thoại • liên hệ với khách hàng tiềm năng, chăm sóc khách hàng cũ. • quản lý khách hàng, cập nhật thông tin tình trạng khách hàng. • chủ động đề xuất và báo cáo kết quả công việc với cấp trên. • những nhiệm vụ khác theo sự phân công của cấp trên và công ty. • địa chỉ làm việc: nhà máy sản xuất: khu 5 -võ lao - thanh ba - phú thọ",• nam/nữ độ tuổi 20 trở lên. • ưu tiên ứng viên đã có kinh nghiệm làm thị trường hoặc kinh doanh • ngoại hình ưa nhìn và tự tin trong giao tiếp. • khả năng làm việc nhóm tốt.,"• mức lương 8- 15 triệu, không giới hạn tùy theo năng lực (lương cứng từ 6 triệu) • làm việc trong môi trường năng động, nhiều cơ hội. • có xe ô tô đưa đi thị trường • được hưởng đầy đủ các chế độ về lao động (bhyt, bhxh, bhtn) theo quy định của nhà nước. • được hưởng đầy đủ các quyền lợi theo quy định của công ty (lễ tết, sinh nhật, cưới hỏi, du lịch, team building...)."
nhân viên tổng vụ,"hỗ trợ công tác hành chính - nhân sự - kế toán - điều xe đưa rước, xe đi công tác cho nhân viên công ty - xác nhận số lượng phần ăn hàng ngày - quản lý thiết bị văn phòng, lên kế hoạch mua, cấp phát văn phòng phẩm - thực hiện các công việc liên quan đến bảng báo giá, hợp đồng, đề nghị thanh toán, biên nhận liên quan đến công việc của phòng ban. - liên hệ bộ phận liên quan hoặc nhà thầu sửa chữa các hư hỏng phát sinh trong khu vực văn phòng. - những yêu cầu khác theo chỉ thị cấp trên.","tốt nghiệp cao đẳng trở lên, ưu tiên ứng viên có kiến thức chuyên ngành về kế toán - nam/nữ 21~25 tuổi - không yêu cầu kinh nghiệm, mới tốt nghiệp ok - nhân viên giao tiếp được bằng tiếng nhật (n3 trở lên) - năng động, chăm chỉ, có tinh thần cầu tiến trong công việc.","trợ cấp tiếng nhật: n2 – 1tr5, n1 – 2tr5, trợ cấp chuyên cần: 300k, tiệc công ty, du lịch, bảo hiểm tai nạn 24/7, xe đưa rước (hướng từ hcm và hướng từ vt) hoặc trợ cấp đi lại, cơm trưa tại công ty. - ứng viên sẽ được đào tạo những công việc của tổng vụ - kế toán. thời gian làm việc: 8h~16:30 (nghỉ trưa 1 tiếng), t2~t7 ＊về cơ bản thì không phải lên cty làm việc vào ngày thứ 7 (làm ở nhà). nếu yêu cầu công việc bắt buộc phải lên cty thì công ty sẽ có chỉ thị."
hồ chí minh - nhân viên tư vấn tuyển sinh,"tư vấn ghi danh, tìm hiểu nhu cầu và lưu trữ thông tin khách hàng. - tư vấn học tập và chăm sóc học viên tái ghi danh. - tổ chức thi xếp lớp, coi thi, chấm điểm và thực hiện công tác điều phối học viên dự thi. - hướng dẫn thủ tục và nhận đăng ký thi quốc tế. - thực hiện các công tác khác theo sự sắp xếp của cấp trên.","tuổi từ 21 - 28 tuổi - tốt nghiệp trung cấp / cao đẳng / đại học. - thái độ hoà nhã, kỹ năng giao tiếp tốt, nhiệt tình với công việc. - ngoại hình thanh lịch. - công việc toàn thời gian, nghỉ ca 1,5 ngày/tuần - có thể linh hoạt trực theo ca & cuối tuần","mức lương và chế độ đãi ngộ hấp dẫn. - môi trường làm việc chuyên nghiệp, công bằng và hiện đại nhất. - được tham gia các khóa đào tạo chuyên sâu về kỹ năng chuyên môn. - cơ hội thăng tiến và phát triển cao. - tham gia đầy đủ bhxh, bhyt, bhtn."
nhân viên kinh doanh ngành cà phê,"đi thị trường sale mặt hàng cà phê của công ty tại khu vực đà nẵng phụ trách mở khách hàng và quản lý khách hàng cũ kiểm soát hàng hoá và đốc thúc khách stock hàng tạo mối quan hệ với khách xin vị trí trưng bày. yêu cầu công việc: nam, độc thân tốt nghiệp trung cấp/ cao đẳng/ đại học chuyên ngành liên quan có ít nhất 6 tháng kinh nghiệm các ngành liên quan giao tiếp tốt, tinh tế trong ứng xử; chăm chỉ, trách nhiệm, trung thực, nhanh nhẹn sẵn sàng di chuyển, khảo sát thị trường.","nam, độc thân","thu nhập: lương cứng từ 5 triệu đến 6 triệu/ tháng + hoa hồng doanh số. được hưởng đầy đủ chế độ, quyền lợi của người lao động theo quy định. môi trường làm việc năng động, thân thiện. công ty có trụ sở tại hồ chí minh, có văn phòng tại huế, các ứng viên sẽ được phỏng vấn online và sẽ được quản lý sale khu vực hướng dẫn công việc."
nhân viên tư vấn trực tiếp,"hiểu rõ về dịch vụ, quy trình hoạt động của công ty. giữ liên lạc tương tác thường xuyên để thuyết phục khách hàng lên công ty ký hợp đồng trực tiếp. phối hợp với phòng marketing để có phương án tối ưu trong việc tìm kiếm, thuyết phục khách hàng sử dụng dịch vụ công ty. xác thực và cập nhật thông tin đầy đủ lên hệ thống. báo cáo thông tin/tình hình công việc cho quản lý. có thể linh hoạt chọn ca làm 4 tiếng hoặc 8 tiếng","ứng viên trong độ tuổi từ 20 – 40 tuổi. nhanh nhẹn, khả năng giao tiếp và đàm phán tốt. cẩn thận, trách nhiệm, nhiệt tình, đam mê kinh doanh. chịu được áp lực công việc, chủ động, sáng tạo. có khả năng làm việc độc lập và làm việc nhóm. biết sử dụng vi tính văn phòng (word, ecxel, email ...). yêu cầu kinh nghiệm: không có kinh nghiệm sẽ được đào tạo.","lương cứng + phụ cấp + lương thâm niên từ 1 năm trở lên + % huê hồng . (tổng từ 8tr-20tr tùy năng lực). lương căn bản : 6.000.000 - 8.000.000 vnđ (thỏa thuận theo năng lực và kinh nghiệm). được hưởng chế độ nghỉ các ngày lễ, tết. khi có thâm niên từ 1 năm trở lên sẽ được: hưởng 12 ngày phép năm. hưởng tháng lương 13 vào dịp tết nguyên đán. đóng bhxh môi trường làm việc vui vẻ, thân thiện, đồng nghiệp năng động và sẵn sàng hỗ trợ, tinh thần phối hợp làm việc nhóm cao. từ thứ 2 - chủ nhật (1 tháng 4 ngày phép nghĩ luân phiên) giờ làm việc thay đổi khung giờ làm việc, xoay ca 2 khung giờ như sau: ca 1 từ 8h30 - 17h30 (nghỉ giữa ca linh động) ca 2 từ 13h00 - 21h30 (nghỉ giữa ca linh động) riêng th ứ 2 : từ 8h30 - 17h30 (nghỉ giữa ca linh động)"
nhân viên vận hành máy,tham gia vận hành máy theo hồ sơ lô và theo sop. - vận hành máy móc của bộ phận đóng gói trong sản xuất. - đảm bảo kiểm tra máy đạt tiêu chuẩn vận hành và kịp thời xử lý các vấn đề trong khi máy vận hành. - thực hiện theo đúng quy trình và yêu cầu trên hồ sơ lô. - kiểm tra tình trạng tất cả thiết bị tại dây chuyền. - thực hiện công việc bảo trì tự quản được giao.,"tốt nghiệp trung cấp/ cao đẳng chuyên ngành điện, điện công nghiệp - giới tính: nam, dưới 35 tuổi - ưu tiên có kinh nghiệm vận hành máy. - có thể tăng ca khi có yêu cầu. - địa chỉ làm việc: lô lf24a-lf25 đường số 2, khu công nghiệp xuyên á, xã mỹ hạnh bắc, huyện đức hoà, tỉnh long an","môi trường làm việc chuyên nghiệp, trẻ trung và hòa đồng. - thời gian làm việc: 7h30 - 16h15, từ thứ 2 - thứ 7 - có 12 ngày phép/ năm cộng thêm 1 ngày cho năm tiếp theo (tối đa 16 ngày). - được cấp laptop và các thiết bị làm việc khác,… - được hưởng các chế độ bảo hiểm theo quy định của luật lao động. - thưởng lương tháng 13, thưởng thâm niên, quà lễ, tết, sinh nhật, du lịch nghỉ mát hàng năm. - ưu đãi mua hàng với giá khuyến mãi đặc biệt cho nhân viên. - xét tăng lương hàng năm. - cơm trưa miễn phí với thực đơn đa dạng."
quản lý dịch vụ,"công ty 100% vốn nhật bản cần tuyển dụng: 1 .quản lý dịch vụ + nội dung công việc 1. quản lý phân công, điều phối công việc cho các giám sát 2. làm nghiệm thu, làm báo giá các hạng mục liên quan 3. tổng hợp thông tin kiểm tra chất lượng và đề án giải quyết 4. đặt mua vật tư dụng cụ mới cho các công trình 5. xử lý các sự cố phát sinh tại công trình liên quan công nhân các site 6. có thể giao tiếp tiếng anh 7. liên lạc và làm việc trực tiếp với các nhà cung cấp ở việt nam 8. làm việc với khách hàng khi có vấn đề phát sinh yêu cầu công việc: + yêu cầu công việc: công ty 100% vốn nhật bản - ưu tiên đi làm ngay - khoảng 27～40 tuổi - học vấn đại học trở lên ・thời gian thử việc :2 tháng ・có nghiệp vụ quản lý con người. . người có sức khỏe và không bị yếu tâm lý, điều chỉnh tốt cảm xúc . thái độ nghiêm túc . có chí tiến thủ",+ yêu cầu công việc:,"+ chế độ phúc lợi: • tham gia bảo hiểm theo quy định của luật lao động • được thưởng lương tháng 13, thưởng các ngày lễ như: 8/3,10/3,30/4,1/5,…( các ngày lễ theo quy định của luật lao động) • được thưởng nhân viên ưu tú hàng tháng • tiền mừng sinh nhật, ma chay, kết hôn,… • các chế độ lương thưởng rõ ràng, minh bạch. - mọi chi tiết xin vui lòng liên hệ ms thanh ( 0932764724 )"
kỹ sư cơ khí,"thực hiện nghiệp vụ trên máy tính. đọc và chuyển các bản vẽ cơ khí chế tạo 2d (concept/design/study) sang mô hình 3d (3d modeling). triển khai bản vẽ chi tiết 2d drawing (production/detail drawings) từ mô hình 3d kiểm tra chất lượng và hoàn thiện bản vẽ (theo tiêu chuẩn), gởi files để gia công. thực hiện việc kiểm tra, đánh giá, nghiệm thu các sản phẩm gia công ngoài hoặc của nhà cung cấp giao đến. làm việc theo giờ hành chính.","giới tính: nam (tuổi từ 22 – 40) tốt nghiệp đại học chuyên ngành kỹ sư thiết kế cơ khí thành thạo autocad 2d, 3d. biết hình họa vẽ kỹ thuật, ms-office có khả năng sử dụng tiếng anh biết sử dụng vi tính văn phòng (word, excel...)","lương từ 20 - 30 triệu/tháng, thỏa thuận theo đúng năng lực làm việc - thưởng tháng 13 và các chế độ phúc lợi theo chính sách công ty. - được tham gia bhxh, bhyt, bhtn theo quy định của luật lao động.. - được làm việc trong công ty hiện đại nên rất thuận lợi trong việc nâng cao trình độ chuyên môn và kinh nghiệm làm việc. - có chỗ ở lại cho nhân viên ở xa. - môi trường làm việc chuyên nghiệp, năng động, thân thiện - nhiều cơ hội thăng tiến và phát triển tại công ty. - công việc ổn định và lâu dài."
tổng giám đốc mầm non,"• quản lý toàn bộ hoạt động liên quan đến công tác giảng dạy/học sinh /nhân sự tại trường • quản lý vốn, nguồn lực và tài chính của trường, chịu trách nhiệm báo cáo định kỳ (quý/ năm) cho chủ đầu tư người nhật. • kiểm soát và đảm bảo công tác an toàn, an ninh, chất lượng vệ sinh tốt nhất tại trường. • giám sát việc thực hiện quy trình vận hành/quy định/quy chế hoạt động của trường. • chịu trách nhiệm triển khai đào tạo, hướng dẫn khi cần thiết cho các giáo viên người nhật bản, nhân viên trực thuộc trường. • tổ chức các buổi hợp tác, liên kết, giao lưu trao đổi với các trường mầm non tại nhật bản qua online hoặc trực tiếp. • tiếp nhận – trao đổi thông tin và xử lý các khiếu nại của phụ huynh người nhật về chất lượng giảng dạy của giáo viên đứng lớp. đánh giá nhân viên, giáo viên và đề xuất các hình thức khen thưởng hoặc cảnh cáo/nhắc nhở/kỷ luật/chấm dứt hợp đồng lao động. • phối hợp cùng phòng nhân sự để tuyển dụng nhân viên, giáo viên tại cơ sở của trường, đảm bảo nhân sự ổn định, đáp ứng nhu cầu dành cho môi trường giáo dục mầm non nhật bản. • xem xét, đề xuất, phê duyệt các chương trình hoạt động từ các bộ phận, phòng ban của trường từ đó chịu trách nhiệm lập kế hoạch và định hướng chiến lược khai thác khách hàng chủ yếu là các phụ huynh người nhật làm việc tại việt nam. • phối hợp cùng bộ phận học vụ để đề xuất các hoạt động chuyên môn, ngoại khóa nhằm mang đến chất lượng giảng dạy, trải nghiệm tốt nhất cho trẻ người nhật. • đại diện công ty làm việc với cơ quan ban ngành đoàn thể tại khu vực.","+ trình độ ngoại ngữ: tiếng nhật n1 (thành thạo nói, nghe, viết, đọc hiểu) +trình độ vi tính: thành thạo work, excel…. + yêu cầu về kinh nghiệm: kinh nghiệm thực tế 05 năm trở lên vị trí tổng giám đốc doanh nghiệp nhật bản; ưu tiên ứng viên đã làm việc tại trường mầm non tại nhật bản.","lương tháng 13, tham gia bhxh theo luật quy định, tăng lương theo năm. làm việc trong môi trường năng động, có nhiều cơ hội phát thăng tiến và phát triển."
